prospect_id,company_name,domain,last_scrape_date,status,articles_found,rss_url,error_message
1616,CLUJUST,clujust.ro,2026-01-18 22:14:55,failed,0,,"Error fetching feed: HTTPSConnectionPool(host='www.clujust.ro', port=443): Max retries exceeded with url: /feed/ (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.clujust.ro', port=443) at 0x7fa7e2aad650>, 'Connection to www.clujust.ro timed out. (connect timeout=30)'))"
2191,Gonewsindia,gonewsindia.com,2026-01-18 22:14:56,success,5,https://swelbyboy.github.io/prospect-rss-feeds/gonewsindia.xml,
2012,Jenata V Chas,jenata-vchas.net,2026-01-18 22:14:57,success,10,https://swelbyboy.github.io/prospect-rss-feeds/jenata-v-chas.xml,
1658,Stiri Crestine,stiricrestine.ro,2026-01-18 22:14:57,failed,0,,"Error fetching feed: HTTPSConnectionPool(host='www.stiricrestine.ro', port=443): Max retries exceeded with url: /feed/ (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.stiricrestine.ro', port=443) at 0x7fa7e2cb6290>, 'Connection to www.stiricrestine.ro timed out. (connect timeout=30)'))"
2431,620 CKRM,620ckrm.com,2026-01-18 22:14:57,success,10,https://swelbyboy.github.io/prospect-rss-feeds/620-ckrm.xml,
2250,Bucataria Romaneasca,bucataria-romaneasca.ro,2026-01-18 22:14:58,success,10,https://swelbyboy.github.io/prospect-rss-feeds/bucataria-romaneasca.xml,
2353,Csepel.info,csepel.info,2026-01-18 22:15:00,failed,0,,HTTP 502
2647,Asociaţia Română de Nutriţie şi Dietetică (ARoND),nutritiedietetica.ro,2026-01-18 22:15:00,success,10,https://swelbyboy.github.io/prospect-rss-feeds/asociaţia-română-de-nutriţie-şi-dietetică--arond.xml,
1673,Denizli 24 Haber,denizli24haber.com,2026-01-18 22:15:02,success,10,https://swelbyboy.github.io/prospect-rss-feeds/denizli-24-haber.xml,
2171,Redpen.gr,redpen.gr,2026-01-18 22:15:05,success,9,https://swelbyboy.github.io/prospect-rss-feeds/redpen-gr.xml,
2488,Shumen Television,tvshumen.bg,2026-01-18 22:15:06,success,10,https://swelbyboy.github.io/prospect-rss-feeds/shumen-television.xml,
2282,Smart-Money.co,smart-money.co,2026-01-18 22:15:13,success,10,https://swelbyboy.github.io/prospect-rss-feeds/smart-money-co.xml,
2769,KrushiNama,krushinama.com,2026-01-18 22:15:14,success,10,https://swelbyboy.github.io/prospect-rss-feeds/krushinama.xml,
2736,AEK Passion,aekpassion.gr,2026-01-18 22:15:17,success,10,https://swelbyboy.github.io/prospect-rss-feeds/aek-passion.xml,
2610,Retete Prajituri si Mancaruri,top24news.ro,2026-01-18 22:15:17,success,10,https://swelbyboy.github.io/prospect-rss-feeds/retete-prajituri-si-mancaruri.xml,
2926,logodiatrofis.gr,logodiatrofis.gr,2026-01-18 22:15:18,success,6,https://swelbyboy.github.io/prospect-rss-feeds/logodiatrofis-gr.xml,
2952,KNSI News,knsiradio.com,2026-01-18 22:15:19,success,10,https://swelbyboy.github.io/prospect-rss-feeds/knsi-news.xml,
2143,Fagarasul Tau,fagarasultau.ro,2026-01-18 22:15:21,failed,0,,"Error fetching feed: HTTPSConnectionPool(host='fagarasultau.ro', port=443): Max retries exceeded with url: /feed/ (Caused by ConnectTimeoutError(<HTTPSConnection(host='fagarasultau.ro', port=443) at 0x7fa7e2dfae90>, 'Connection to fagarasultau.ro timed out. (connect timeout=30)'))"
2915,FWS.GR Fueled With Sports,fws.gr,2026-01-18 22:15:24,success,10,https://swelbyboy.github.io/prospect-rss-feeds/fws-gr-fueled-with-sports.xml,
2436,Bună Ziua Făgăraș,bunaziuafagaras.ro,2026-01-18 22:15:27,failed,0,,"Error fetching feed: HTTPSConnectionPool(host='www.bunaziuafagaras.ro', port=443): Max retries exceeded with url: /feed/ (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.bunaziuafagaras.ro', port=443) at 0x7fa7e02620d0>, 'Connection to www.bunaziuafagaras.ro timed out. (connect timeout=30)'))"
3060,rpn.gr,rpn.gr,2026-01-18 22:15:30,success,10,https://swelbyboy.github.io/prospect-rss-feeds/rpn-gr.xml,
2667,Bucuresti TV,bucurestitv.net,2026-01-18 22:15:30,failed,0,,"Error fetching feed: HTTPSConnectionPool(host='www.bucurestitv.net', port=443): Max retries exceeded with url: /feed/ (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.bucurestitv.net', port=443) at 0x7fa7d8abd2d0>, 'Connection to www.bucurestitv.net timed out. (connect timeout=30)'))"
2772,Locuri de Munca,locurimunca.net,2026-01-18 22:15:35,failed,0,,"Error fetching feed: HTTPSConnectionPool(host='locurimunca.net', port=443): Max retries exceeded with url: /feed/ (Caused by ConnectTimeoutError(<HTTPSConnection(host='locurimunca.net', port=443) at 0x7fa7e2c69550>, 'Connection to locurimunca.net timed out. (connect timeout=30)'))"
3157,naxostimes.gr,naxostimes.gr,2026-01-18 22:15:36,success,10,https://swelbyboy.github.io/prospect-rss-feeds/naxostimes-gr.xml,
2866,ProAlba,proalba.ro,2026-01-18 22:15:36,failed,0,,"Error fetching feed: HTTPSConnectionPool(host='proalba.ro', port=443): Max retries exceeded with url: /feed (Caused by ConnectTimeoutError(<HTTPSConnection(host='proalba.ro', port=443) at 0x7fa7e2691ad0>, 'Connection to proalba.ro timed out. (connect timeout=30)'))"
3186,Tribune.bg,tribune.bg,2026-01-18 22:15:37,success,0,,
1897,Mutluluğun Şifresi,mutlulugunsifresi.com,2026-01-18 22:15:37,success,10,https://swelbyboy.github.io/prospect-rss-feeds/mutluluğun-şifresi.xml,
3000,Libero Portal,liberoportal.hr,2026-01-18 22:15:38,success,10,https://swelbyboy.github.io/prospect-rss-feeds/libero-portal.xml,
3239,Soccerlive.gr,soccerlive.gr,2026-01-18 22:15:41,success,4,https://swelbyboy.github.io/prospect-rss-feeds/soccerlive-gr.xml,
3361,Filmy Focus,filmyfocus.com,2026-01-18 22:15:45,success,10,https://swelbyboy.github.io/prospect-rss-feeds/filmy-focus.xml,
3665,PBN24,pbn24.com,2026-01-18 22:15:45,failed,0,,No entries found in feed
3563,hotnews24bd.com,hotnews24bd.com,2026-01-18 22:15:45,success,10,https://swelbyboy.github.io/prospect-rss-feeds/hotnews24bd-com.xml,
3736,The Daily Amader Kantha,amaderkantha.com,2026-01-18 22:15:46,failed,0,,No entries found in feed
3232,KORENI - List Srba iz rasejanja,koreni.rs,2026-01-18 22:15:46,success,10,https://swelbyboy.github.io/prospect-rss-feeds/koreni---list-srba-iz-rasejanja.xml,
3765,Gregory D. Evans,gregorydevans.com,2026-01-18 22:15:48,success,1,https://swelbyboy.github.io/prospect-rss-feeds/gregory-d--evans.xml,
3768,MediaNarodowe.com,medianarodowe.com,2026-01-18 22:15:48,failed,0,,HTTP 403
3362,Ajans News,ajansnews.com.tr,2026-01-18 22:15:50,success,10,https://swelbyboy.github.io/prospect-rss-feeds/ajans-news.xml,
3898,D Magazine,dmagazine.com,2026-01-18 22:15:51,success,10,https://swelbyboy.github.io/prospect-rss-feeds/d-magazine.xml,
3899,Product Hunt,producthunt.com,2026-01-18 22:15:51,success,10,https://swelbyboy.github.io/prospect-rss-feeds/product-hunt.xml,
3750,Κωνσταντίνα Παπαδοπούλου,1069.gr,2026-01-18 22:15:54,success,6,https://swelbyboy.github.io/prospect-rss-feeds/κωνσταντίνα-παπαδοπούλου.xml,
3156,EBulgaria.bg,ebulgaria.bg,2026-01-18 22:15:57,failed,0,,"Error fetching feed: HTTPSConnectionPool(host='ebulgaria.bg', port=443): Max retries exceeded with url: /feed (Caused by ConnectTimeoutError(<HTTPSConnection(host='ebulgaria.bg', port=443) at 0x7fa7e2712b10>, 'Connection to ebulgaria.bg timed out. (connect timeout=30)'))"
3901,ATL Lantbrukets Affärstidning,atl.nu,2026-01-18 22:16:00,success,10,https://swelbyboy.github.io/prospect-rss-feeds/atl-lantbrukets-affärstidning.xml,
2998,Keep on Trucking,keepontrucking.uk,2026-01-18 22:16:04,success,10,https://swelbyboy.github.io/prospect-rss-feeds/keep-on-trucking.xml,
3900,Manteca Bulletin,mantecabulletin.com,2026-01-18 22:16:05,success,10,https://swelbyboy.github.io/prospect-rss-feeds/manteca-bulletin.xml,
3225,Apuseni Info,apuseni.info,2026-01-18 22:16:06,failed,0,,"Error fetching feed: HTTPSConnectionPool(host='apuseni.info', port=443): Max retries exceeded with url: /feed/ (Caused by ConnectTimeoutError(<HTTPSConnection(host='apuseni.info', port=443) at 0x7fa7e2e64390>, 'Connection to apuseni.info timed out. (connect timeout=30)'))"
3907,The Denizen,thedenizen.co.nz,2026-01-18 22:16:06,success,10,https://swelbyboy.github.io/prospect-rss-feeds/the-denizen.xml,
3902,Qué Pasa Media,quepasamedia.com,2026-01-18 22:16:06,success,10,https://swelbyboy.github.io/prospect-rss-feeds/qué-pasa-media.xml,
