Prospect Name,RSS Feed,Data Source,Last Scrape Status,Last Scrape Timestamp,Country,Domain,Status,Existing newsletter?,Person,Date sent,Replied,Comments
This Is Italy,https://swelbyboy.github.io/prospect-rss-feeds/this-is-italy.xml,OG,success,2025-11-29 13:24:01,Greece,this-is-italy.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Fumara,https://swelbyboy.github.io/prospect-rss-feeds/fumara.xml,OG,success,2025-11-29 13:24:03,Greece,fumara.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Superbasket.gr,-,N/A,-,,Greece,superbasket.gr,No feed generated,FALSE,,,FALSE,
E-everos,-,N/A,-,,Greece,e-evros.gr,No feed generated,FALSE,,,FALSE,
OFF Magazine,https://swelbyboy.github.io/prospect-rss-feeds/off-magazine.xml,OG,success,2025-12-02 11:39:37,Greece,offmagazine.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Arunachal24.in,https://swelbyboy.github.io/prospect-rss-feeds/arunachal24-in.xml,OG,success,2025-11-29 13:24:17,India,arunachal24.in,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Ereğli Metro Tv,https://swelbyboy.github.io/prospect-rss-feeds/ereğli-metro-tv.xml,OG,success,2025-11-29 13:24:20,Turkey,ereglimetro.com.tr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Avocatnet.ro,-,N/A,-,,Romania,avocatnet.ro,No feed generated,FALSE,,,FALSE,
Stiri Crestine,https://swelbyboy.github.io/prospect-rss-feeds/stiri-crestine.xml,OG,success,2025-12-02 11:51:31,Romania,stiricrestine.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Piraeus Press,-,N/A,-,,Greece,piraeuspress.gr,No feed generated,FALSE,,,FALSE,
Slatina Ta,https://swelbyboy.github.io/prospect-rss-feeds/slatina-ta.xml,OG,success,2025-11-29 13:24:36,Romania,slatinata.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Buna Ziua Cluj,https://swelbyboy.github.io/prospect-rss-feeds/buna-ziua-cluj.xml,OG,success,2025-11-29 13:24:38,Romania,bzc.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Left.gr,-,N/A,-,,Greece,left.gr,No feed generated,FALSE,,,FALSE,
ARTinfo,-,N/A,-,,Bosnia and Herzegovina,artinfo.ba,No feed generated,FALSE,,,FALSE,
Enimerosi,-,N/A,-,,Greece,enimerosi.com,No feed generated,FALSE,,,FALSE,
Kingsport,https://swelbyboy.github.io/prospect-rss-feeds/kingsport.xml,OG,success,2025-11-29 13:24:57,Greece,kingsport.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Iminathi,https://swelbyboy.github.io/prospect-rss-feeds/iminathi.xml,OG,success,2025-11-29 13:24:59,South Africa,iminathi.net,To Do,FALSE,,,FALSE,Newly discovered RSS feed
socialpolicy.gr,https://swelbyboy.github.io/prospect-rss-feeds/socialpolicy-gr.xml,OG,success,2025-11-29 13:25:02,Greece,socialpolicy.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Hip-Hop Nigdy Stop,https://swelbyboy.github.io/prospect-rss-feeds/hip-hop-nigdy-stop.xml,OG,success,2025-11-29 13:25:06,Poland,hhns.pl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
AviationNewsBD.com,https://swelbyboy.github.io/prospect-rss-feeds/aviationnewsbd-com.xml,OG,success,2025-11-29 13:25:11,Bangladesh,aviationnewsbd.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Jajce Online,-,N/A,-,,Bosnia and Herzegovina,jajce-online.com,No feed generated,FALSE,,,FALSE,
Esos.gr,https://swelbyboy.github.io/prospect-rss-feeds/esos-gr.xml,OG,success,2025-11-29 13:25:14,Greece,esos.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
BriefingNews.gr,https://swelbyboy.github.io/prospect-rss-feeds/briefingnews-gr.xml,OG,success,2025-11-29 13:25:16,Greece,briefingnews.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Denizli 24 Haber,https://swelbyboy.github.io/prospect-rss-feeds/denizli-24-haber.xml,OG,success,2025-12-02 11:51:34,Turkey,denizli24haber.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Dalmatinski portal,https://swelbyboy.github.io/prospect-rss-feeds/dalmatinski-portal.xml,OG,success,2025-11-29 13:25:18,Croatia,dalmatinskiportal.hr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Azaad Pakistan,https://swelbyboy.github.io/prospect-rss-feeds/azaad-pakistan.xml,OG,success,2025-11-29 13:25:27,Pakistan,azaadpakistan.org,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Jambi Update,-,N/A,-,,Indonesia,jambiupdate.co,No feed generated,FALSE,,,FALSE,
Ketkes,https://swelbyboy.github.io/prospect-rss-feeds/ketkes.xml,OG,success,2025-11-29 13:25:33,Hungary,ketkes.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
INewsgr.com,-,N/A,-,,Greece,inewsgr.com,No feed generated,FALSE,,,FALSE,
ICookGreek,-,N/A,-,,Greece,icookgreek.com,No feed generated,FALSE,,,FALSE,
Assen Stad,-,N/A,-,,Netherlands,assenstad.nl,No feed generated,FALSE,,,FALSE,
Donegal Daily,-,N/A,-,,Ireland,donegaldaily.com,No feed generated,FALSE,,,FALSE,
TheInfoNG,-,N/A,-,,Nigeria,theinfong.com,No feed generated,FALSE,,,FALSE,
Tennis World Italia,-,N/A,-,,South Africa,tennisworlditalia.com,No feed generated,FALSE,,,FALSE,
AstroLive,https://swelbyboy.github.io/prospect-rss-feeds/astrolive.xml,OG,success,2025-11-29 13:25:40,Greece,astro-live.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
B4blaze,-,N/A,-,,India,b4blaze.com,No feed generated,FALSE,,,FALSE,
Renovat.ro,-,N/A,-,,Romania,renovat.ro,No feed generated,FALSE,,,FALSE,
Enimerotiko.gr,https://swelbyboy.github.io/prospect-rss-feeds/enimerotiko-gr.xml,OG,success,2025-11-29 13:25:43,Greece,enimerotiko.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Insaf24.com,https://swelbyboy.github.io/prospect-rss-feeds/insaf24-com.xml,OG,success,2025-11-29 13:25:44,Bangladesh,insaf24.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Aydın Hedef Gazetesi,-,N/A,-,,Turkey,aydinhedef.com.tr,No feed generated,FALSE,,,FALSE,
Secretele lui Lovendal,https://swelbyboy.github.io/prospect-rss-feeds/secretele-lui-lovendal.xml,OG,success,2025-11-29 13:25:57,Romania,lovendal.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Ülkücü Medya,https://swelbyboy.github.io/prospect-rss-feeds/ülkücü-medya.xml,OG,success,2025-11-29 13:25:58,Turkey,ulkucumedya.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
LOOKin,https://swelbyboy.github.io/prospect-rss-feeds/lookin.xml,OG,success,2025-11-29 13:26:05,Taiwan,look-in.com.tw,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Daily ISLAM Karachi,-,N/A,-,,Pakistan,dailyislam.pk,No feed generated,FALSE,,,FALSE,
Greek Vegans,-,N/A,-,,Greece,greekvegans.gr,No feed generated,FALSE,,,FALSE,
Eirinika.gr,https://swelbyboy.github.io/prospect-rss-feeds/eirinika-gr.xml,OG,success,2025-11-29 13:26:08,Greece,eirinika.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Vartha Bharati,https://swelbyboy.github.io/prospect-rss-feeds/vartha-bharati.xml,OG,success,2025-11-29 13:26:16,India,varthabharati.in,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Detinjarije,-,N/A,-,,Serbia,detinjarije.com,No feed generated,FALSE,,,FALSE,
ObservatorBN,-,N/A,-,,Romania,observatorbn.ro,No feed generated,FALSE,,,FALSE,
AutoJosh,-,N/A,-,,Nigeria,autojosh.com,No feed generated,FALSE,,,FALSE,
TV ASTA,https://swelbyboy.github.io/prospect-rss-feeds/tv-asta.xml,OG,success,2025-11-29 13:26:24,Poland,asta24.pl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
MessiniaRadio.gr,https://swelbyboy.github.io/prospect-rss-feeds/messiniaradio-gr.xml,OG,success,2025-11-29 13:26:46,Greece,messiniaradio.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Times News,-,N/A,-,,Greece,timesnews.gr,No feed generated,FALSE,,,FALSE,
Goba Beauty,https://swelbyboy.github.io/prospect-rss-feeds/goba-beauty.xml,OG,success,2025-11-29 13:26:57,Hong Kong,gobahub.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Avopolis Music Network,-,N/A,-,,Greece,avopolis.gr,No feed generated,FALSE,,,FALSE,
Janjwar,https://swelbyboy.github.io/prospect-rss-feeds/janjwar.xml,OG,success,2025-11-29 13:27:03,India,janjwar.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Kontra Media Group,-,N/A,-,,Greece,kmg.gr,No feed generated,FALSE,,,FALSE,
Šašava Ja,https://swelbyboy.github.io/prospect-rss-feeds/šašava-ja.xml,OG,success,2025-11-29 13:27:05,Croatia,sasava-ja.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Noticias de Puerto Rico,https://swelbyboy.github.io/prospect-rss-feeds/noticias-de-puerto-rico.xml,OG,success,2025-11-29 11:44:42,United States,noticiapr.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Romfea,-,N/A,-,,Greece,romfea.gr,No feed generated,FALSE,,,FALSE,
PT Visi Siber Banten,-,N/A,-,,Indonesia,bantennews.co.id,No feed generated,FALSE,,,FALSE,
Kaajcareer,https://swelbyboy.github.io/prospect-rss-feeds/kaajcareer.xml,OG,success,2025-11-29 13:27:16,India,kaajcareer.in,To Do,FALSE,,,FALSE,Newly discovered RSS feed
AXED,-,N/A,-,,Netherlands,axed.nl,No feed generated,FALSE,,,FALSE,
Lekhapora BD,https://swelbyboy.github.io/prospect-rss-feeds/lekhapora-bd.xml,OG,success,2025-11-29 13:27:17,Bangladesh,lekhaporabd.net,To Do,FALSE,,,FALSE,Newly discovered RSS feed
News Moldova,https://swelbyboy.github.io/prospect-rss-feeds/news-moldova.xml,OG,success,2025-11-29 13:27:34,Romania,newsmoldova.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Derventa Cafe,https://swelbyboy.github.io/prospect-rss-feeds/derventa-cafe.xml,OG,success,2025-11-29 13:27:40,Bosnia and Herzegovina,derventacafe.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Balkan Android,https://swelbyboy.github.io/prospect-rss-feeds/balkan-android.xml,OG,success,2025-11-29 13:27:46,Croatia,balkanandroid.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Infognomon Politics,https://swelbyboy.github.io/prospect-rss-feeds/infognomon-politics.xml,OG,success,2025-11-29 13:27:56,Greece,infognomonpolitics.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
ANF,-,N/A,-,,Turkey,anfenglishmobile.com,No feed generated,FALSE,,,FALSE,
Zdravlje I Kuhinja,https://swelbyboy.github.io/prospect-rss-feeds/zdravlje-i-kuhinja.xml,RSS,failed,2025-11-29 13:27:56,Bosnia and Herzegovina,zdravlje-i-kuhinja.live,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Horofriend88,-,N/A,-,,Taiwan,horofriend88.com,No feed generated,FALSE,,,FALSE,
Denizli Ekspres,https://swelbyboy.github.io/prospect-rss-feeds/denizli-ekspres.xml,OG,success,2025-11-29 13:28:02,Turkey,denizliekspres.com.tr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Jagannathpur24,https://swelbyboy.github.io/prospect-rss-feeds/jagannathpur24.xml,OG,success,2025-11-29 13:28:30,Bangladesh,jagannathpur24.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Best Knitting Ideas,https://swelbyboy.github.io/prospect-rss-feeds/best-knitting-ideas.xml,OG,success,2025-11-29 13:28:32,Turkey,knittingidea.info,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Daily Nai Baat,-,N/A,-,,Pakistan,naibaat.pk,No feed generated,FALSE,,,FALSE,
Bursasporum.com,-,N/A,-,,Turkey,bursasporum.com,No feed generated,FALSE,,,FALSE,
Daily Bangladesh Media,https://swelbyboy.github.io/prospect-rss-feeds/daily-bangladesh-media.xml,OG,success,2025-11-29 13:28:37,Bangladesh,bangladesh-media.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
ArabObserver,https://swelbyboy.github.io/prospect-rss-feeds/arabobserver.xml,OG,success,2025-12-02 11:51:45,United Kingdom,arabobserver.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
TheCaller.gr,-,N/A,-,,Greece,thecaller.gr,No feed generated,FALSE,,,FALSE,
Botosani News,https://swelbyboy.github.io/prospect-rss-feeds/botosani-news.xml,OG,success,2025-11-29 13:28:39,Romania,botosaninews.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Cinema Daddy,-,N/A,-,,India,cinemadaddy.com,No feed generated,FALSE,,,FALSE,
Polskie Wydawnictwo Rolnicze,-,N/A,-,,Poland,pwr.agro.pl,No feed generated,FALSE,,,FALSE,
Dimosio.gr,-,N/A,-,,Greece,dimosio.gr,No feed generated,FALSE,,,FALSE,
YamNews 蕃新聞,-,N/A,-,,Taiwan,yam.com,No feed generated,FALSE,,,FALSE,
Banat Media,https://swelbyboy.github.io/prospect-rss-feeds/banat-media.xml,OG,success,2025-11-29 13:28:59,Romania,btv.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
LaTaifas,-,N/A,-,,Romania,lataifas.ro,No feed generated,FALSE,,,FALSE,
Georgians.gr,https://swelbyboy.github.io/prospect-rss-feeds/georgians-gr.xml,OG,success,2025-11-29 13:29:02,Greece,georgians.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Cluj Capitala,-,N/A,-,,Romania,clujcapitala.ro,No feed generated,FALSE,,,FALSE,
Mobile Magazine,https://swelbyboy.github.io/prospect-rss-feeds/mobile-magazine.xml,OG,success,2025-11-29 13:29:06,Hong Kong,mobilemagazinehk.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Hockey Magasinet,https://swelbyboy.github.io/prospect-rss-feeds/hockey-magasinet.xml,OG,success,2025-11-29 13:29:08,Denmark,hockeymagasinet.dk,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Banja Luka,-,N/A,-,,Bosnia and Herzegovina,banjaluka.net,No feed generated,FALSE,,,FALSE,
Antena24.ro,https://swelbyboy.github.io/prospect-rss-feeds/antena24-ro.xml,OG,success,2025-11-29 13:29:11,Romania,antena24.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Furkan Haber,-,N/A,-,,Turkey,furkanhaber.net,No feed generated,FALSE,,,FALSE,
Tennisnews.gr,-,N/A,-,,Greece,tennisnews.gr,No feed generated,FALSE,,,FALSE,
Inspector-Gadget.gr,https://swelbyboy.github.io/prospect-rss-feeds/inspector-gadget-gr.xml,OG,success,2025-11-29 13:29:17,Greece,inspector-gadget.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Kinowar.com,https://swelbyboy.github.io/prospect-rss-feeds/kinowar-com.xml,OG,success,2025-11-29 13:29:19,Australia,kinowar.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Binodon69,-,N/A,-,,Bangladesh,binodon69.com,No feed generated,FALSE,,,FALSE,
Nashville Noticias,https://swelbyboy.github.io/prospect-rss-feeds/nashville-noticias.xml,OG,success,2025-11-29 11:44:54,United States,nashvillenoticias.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
EYT Media Group,-,N/A,-,,United States,eyt.media,No feed generated,FALSE,,,FALSE,
Jammu Links News,https://swelbyboy.github.io/prospect-rss-feeds/jammu-links-news.xml,OG,success,2025-11-29 13:29:49,India,jammulinksnews.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
True Scoop,https://swelbyboy.github.io/prospect-rss-feeds/true-scoop.xml,OG,success,2025-11-29 13:29:51,India,truescoopnews.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
JagoronNews.com,-,N/A,-,,Bangladesh,jagoronnews.com,No feed generated,FALSE,,,FALSE,
Kelly’s Thoughts On Things,https://swelbyboy.github.io/prospect-rss-feeds/kelly-s-thoughts-on-things.xml,OG,success,2025-11-29 13:29:52,Australia,kellysthoughtsonthings.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Talk of Naija,-,N/A,-,,Nigeria,talkofnaija.com,No feed generated,FALSE,,,FALSE,
Hoću.ba,-,N/A,-,,Bosnia and Herzegovina,hocu.ba,No feed generated,FALSE,,,FALSE,
Telugu Desk,https://swelbyboy.github.io/prospect-rss-feeds/telugu-desk.xml,OG,success,2025-11-29 13:30:08,India,telugudesk.net,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Gnezdoto,-,N/A,-,,Bulgaria,gnezdoto.net,No feed generated,FALSE,,,FALSE,
Bbarta24.net,-,N/A,-,,Bangladesh,bbarta24.net,No feed generated,FALSE,,,FALSE,
Famoza.net,https://swelbyboy.github.io/prospect-rss-feeds/famoza-net.xml,OG,success,2025-11-29 13:30:16,Serbia,famoza.net,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Uplifting Today,https://swelbyboy.github.io/prospect-rss-feeds/uplifting-today.xml,OG,success,2025-11-29 11:44:57,United States,upliftingtoday.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Катера,-,N/A,-,,Serbia,katera.news,No feed generated,FALSE,,,FALSE,
Warszawa w Pigułce,https://swelbyboy.github.io/prospect-rss-feeds/warszawa-w-pigułce.xml,OG,success,2025-11-29 13:30:18,Poland,warszawawpigulce.pl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
TheCitizen.in,https://swelbyboy.github.io/prospect-rss-feeds/thecitizen-in.xml,OG,success,2025-11-29 13:30:21,India,thecitizen.in,To Do,FALSE,,,FALSE,Newly discovered RSS feed
CiciMici.com,https://swelbyboy.github.io/prospect-rss-feeds/cicimici-com.xml,OG,success,2025-11-29 13:30:22,Serbia,cicimici.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Public TV,https://swelbyboy.github.io/prospect-rss-feeds/public-tv.xml,OG,success,2025-11-29 13:30:24,India,publictv.in,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Cineulagam,https://swelbyboy.github.io/prospect-rss-feeds/cineulagam.xml,OG,success,2025-11-29 13:30:30,India,cineulagam.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Bignewslive,-,N/A,-,,India,bignewslive.com,No feed generated,FALSE,,,FALSE,
The Rising News,https://swelbyboy.github.io/prospect-rss-feeds/the-rising-news.xml,OG,success,2025-11-29 13:30:34,India,therisingnews.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Noroem Invest AS - Sportsbibelen,https://swelbyboy.github.io/prospect-rss-feeds/noroem-invest-as---sportsbibelen.xml,OG,success,2025-11-29 13:30:38,Norway,sportsbibelen.no,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Secret Flying,-,N/A,-,,United States,secretflying.com,No feed generated,FALSE,,,FALSE,
Daily Songbad,https://swelbyboy.github.io/prospect-rss-feeds/daily-songbad.xml,OG,success,2025-11-29 13:30:39,Bangladesh,dailysongbad.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
PCBToday,https://swelbyboy.github.io/prospect-rss-feeds/pcbtoday.xml,OG,success,2025-11-29 13:30:44,India,pcbtoday.in,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Berita Manado,-,N/A,-,,Indonesia,beritamanado.com,No feed generated,FALSE,,,FALSE,
Pozitivan stav,https://swelbyboy.github.io/prospect-rss-feeds/pozitivan-stav.xml,OG,success,2025-11-29 13:30:47,Bosnia and Herzegovina,pozitivanstav.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Womantalk,-,N/A,-,,Indonesia,womantalk.com,No feed generated,FALSE,,,FALSE,
Lex Bird Media,https://swelbyboy.github.io/prospect-rss-feeds/lex-bird-media.xml,OG,success,2025-11-29 13:30:51,Netherlands,lexbirdmedia.nl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Killarney Today,https://swelbyboy.github.io/prospect-rss-feeds/killarney-today.xml,OG,success,2025-11-29 13:30:53,Ireland,killarneytoday.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
България,https://swelbyboy.github.io/prospect-rss-feeds/българия.xml,OG,success,2025-11-29 13:30:55,Bulgaria,istinskiistorii.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Bangladesh News24,https://swelbyboy.github.io/prospect-rss-feeds/bangladesh-news24.xml,OG,success,2025-11-29 13:31:00,Bangladesh,bdnews24us.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
The Voice Of Bihar - VOB,https://swelbyboy.github.io/prospect-rss-feeds/the-voice-of-bihar---vob.xml,OG,success,2025-11-29 13:31:06,Indonesia,voiceofbihar.in,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Strefa-Beki.pl,-,N/A,-,,Poland,strefa-beki.pl,No feed generated,FALSE,,,FALSE,
Tracara.com,https://swelbyboy.github.io/prospect-rss-feeds/tracara-com.xml,OG,success,2025-11-29 13:31:30,Serbia,tracara.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Jurnas,https://swelbyboy.github.io/prospect-rss-feeds/jurnas.xml,OG,success,2025-11-29 13:31:36,Indonesia,jurnas.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Digital Vision Publishing,-,N/A,-,,Indonesia,digitalvisionpublishing.com,No feed generated,FALSE,,,FALSE,
Odisha Reporter,https://swelbyboy.github.io/prospect-rss-feeds/odisha-reporter.xml,OG,success,2025-11-29 13:31:43,India,odishareporter.in,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Seithi Punal,-,N/A,-,,India,seithipunal.com,No feed generated,FALSE,,,FALSE,
Mad World News,https://swelbyboy.github.io/prospect-rss-feeds/mad-world-news.xml,OG,success,2025-11-29 11:44:58,United States,madworldnews.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
The Daily Janakantha,-,N/A,-,,Bangladesh,dailyjanakantha.com,No feed generated,FALSE,,,FALSE,
Webniusy,-,N/A,-,,Poland,webniusy.com,No feed generated,FALSE,,,FALSE,
Deshvani,https://swelbyboy.github.io/prospect-rss-feeds/deshvani.xml,OG,success,2025-11-29 13:31:49,Indonesia,deshvani.in,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Omofon,https://swelbyboy.github.io/prospect-rss-feeds/omofon.xml,OG,success,2025-11-29 13:31:56,Romania,omofon.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Daily Projonmo,-,N/A,-,,Bangladesh,dailyprojonmo.com,No feed generated,FALSE,,,FALSE,
অজানা বাংলাদেশ,-,N/A,-,,Bangladesh,ajanabangladesh.com,No feed generated,FALSE,,,FALSE,
PTC Punjabi,-,N/A,-,,India,ptcpunjabi.co.in,No feed generated,FALSE,,,FALSE,
Popular Magazine Indonesia,-,N/A,-,,Indonesia,popular-world.com,No feed generated,FALSE,,,FALSE,
CaVa,-,N/A,-,,Taiwan,cava.tw,No feed generated,FALSE,,,FALSE,
Rozana Spokesman,-,N/A,-,,India,rozanaspokesman.in,No feed generated,FALSE,,,FALSE,
Nemkutya.com,https://swelbyboy.github.io/prospect-rss-feeds/nemkutya-com.xml,OG,success,2025-11-29 13:32:06,Hungary,nemkutya.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Leblebi TV,https://swelbyboy.github.io/prospect-rss-feeds/leblebi-tv.xml,OG,success,2025-11-29 13:32:10,Turkey,leblebi.tv,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Tenth Code Media,https://swelbyboy.github.io/prospect-rss-feeds/tenth-code-media.xml,RSS,success,2025-11-29 13:32:15,Nigeria,tenthcodemedia.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Kpopn,-,N/A,-,,Taiwan,kpopn.com,No feed generated,FALSE,,,FALSE,
myMMA,https://swelbyboy.github.io/prospect-rss-feeds/mymma.xml,OG,success,2025-11-29 13:32:21,Poland,mymma.pl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
熱血台中,https://swelbyboy.github.io/prospect-rss-feeds/熱血台中.xml,OG,success,2025-11-29 13:32:25,Taiwan,taiwan17go.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Şifa Bul,https://swelbyboy.github.io/prospect-rss-feeds/şifa-bul.xml,OG,success,2025-11-29 13:32:31,Turkey,sifabulun.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Greek Web TV,https://swelbyboy.github.io/prospect-rss-feeds/greek-web-tv.xml,OG,success,2025-11-29 13:32:33,Greece,greek-web-tv.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Walo Radio,https://swelbyboy.github.io/prospect-rss-feeds/walo-radio.xml,RSS,success,2025-11-29 11:44:59,United States,waloradio.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Khaleej Urdu,https://swelbyboy.github.io/prospect-rss-feeds/khaleej-urdu.xml,OG,success,2025-11-29 13:32:56,United Arab Emirates,khaleejurdu.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Channel I Online,https://swelbyboy.github.io/prospect-rss-feeds/channel-i-online.xml,"OG (6), RSS (4)",success,2025-11-29 13:32:58,Bangladesh,channelionline.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
MotocrossPlanet,-,N/A,-,,Netherlands,motocrossplanet.nl,No feed generated,FALSE,,,FALSE,
iChowk,-,N/A,-,,Indonesia,ichowk.in,No feed generated,FALSE,,,FALSE,
Metro Journal Online,https://swelbyboy.github.io/prospect-rss-feeds/metro-journal-online.xml,OG,success,2025-11-29 13:33:05,India,metrojournalonline.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
EiBarta.com,-,N/A,-,,Croatia,eibarta.com,No feed generated,FALSE,,,FALSE,
Femina (Serbia),https://swelbyboy.github.io/prospect-rss-feeds/femina--serbia.xml,OG,success,2025-11-29 13:33:08,Serbia,uspesnazena.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
The Zimbabwean,https://swelbyboy.github.io/prospect-rss-feeds/the-zimbabwean.xml,RSS,success,2025-11-29 11:45:05,United Kingdom,thezimbabwean.co,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Joyistik.com,-,N/A,-,,Turkey,joyistik.com,No feed generated,FALSE,,,FALSE,
Daily Indian Herald,https://swelbyboy.github.io/prospect-rss-feeds/daily-indian-herald.xml,OG,success,2025-11-29 13:33:15,India,dailyindianherald.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Global Multimedia,-,N/A,-,,Bangladesh,globaltvbd.com,No feed generated,FALSE,,,FALSE,
The True Picture,https://swelbyboy.github.io/prospect-rss-feeds/the-true-picture.xml,OG,success,2025-11-29 13:33:19,India,thetruepicture.org,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Edukacija.Info,-,N/A,-,,Croatia,edukacija.info,No feed generated,FALSE,,,FALSE,
La pas prin Brasov,https://swelbyboy.github.io/prospect-rss-feeds/la-pas-prin-brasov.xml,OG,success,2025-11-29 13:33:21,Romania,lapasprinbrasov.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Lowcy Gier,https://swelbyboy.github.io/prospect-rss-feeds/lowcy-gier.xml,RSS,success,2025-11-29 13:33:22,Poland,lowcygier.pl,To Do,FALSE,,,FALSE,Newly discovered RSS feed
MP Breaking News,https://swelbyboy.github.io/prospect-rss-feeds/mp-breaking-news.xml,OG,failed,2025-11-29 13:33:23,India,mpbreakingnews.in,To Do,FALSE,,,FALSE,Newly discovered RSS feed
