Prospect Name,RSS Feed,Data Source,Last Scrape Status,Last Scrape Timestamp,Country,Domain,Status,Existing newsletter?,Person,Date sent,Replied,Comments
PoligrafF.net,https://swelbyboy.github.io/prospect-rss-feeds/poligraff-net.xml,OG,success,2025-11-29 15:13:20,Bulgaria,poligraff.net,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Adapazarı Akşam Haberleri Gazetesi,-,N/A,-,,Turkey,aksamhaberleri.com.tr,No feed generated,FALSE,,,FALSE,
আলোকিত চাটখিল,-,N/A,-,,Bangladesh,alokitochatkhil.com,No feed generated,FALSE,,,FALSE,
RacersGuide.com,https://swelbyboy.github.io/prospect-rss-feeds/racersguide-com.xml,RSS,success,2025-11-29 11:52:45,United States,racersguide.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Özgür Bolu,-,N/A,-,,Turkey,ozgurbolu.com,No feed generated,FALSE,,,FALSE,
Visokoin,-,N/A,-,,Bosnia and Herzegovina,visokoin.com,No feed generated,FALSE,,,FALSE,
शताब्दी न्यूज़,-,N/A,-,,India,shatabdinews.com,No feed generated,FALSE,,,FALSE,
Taşımacılar,-,N/A,-,,Turkey,tasimacilar.com,No feed generated,FALSE,,,FALSE,
Αρχείον Πολιτισμού,https://swelbyboy.github.io/prospect-rss-feeds/αρχείον-πολιτισμού.xml,OG,success,2025-11-29 15:13:22,Greece,arxeion-politismou.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Antivirus Magazine,-,N/A,-,,Greece,avmag.gr,No feed generated,FALSE,,,FALSE,
Hellenicdailynews,-,N/A,-,,United States,hellenicdailynewsny.com,No feed generated,FALSE,,,FALSE,
Almapiac.com,-,N/A,-,,Hungary,almapiac.com,No feed generated,FALSE,,,FALSE,
Taitung News,https://swelbyboy.github.io/prospect-rss-feeds/taitung-news.xml,OG,success,2025-11-29 15:13:27,Taiwan,taitung.news,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Haber48,https://swelbyboy.github.io/prospect-rss-feeds/haber48.xml,OG,success,2025-11-29 15:13:32,Turkey,haber48.com.tr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Tunsori femei,-,N/A,-,,Romania,stemir.org,No feed generated,FALSE,,,FALSE,
Râmnicu Vâlcea Week Rvw,https://swelbyboy.github.io/prospect-rss-feeds/râmnicu-vâlcea-week-rvw.xml,OG,success,2025-11-29 15:13:41,Romania,ramnicuvalceaweek.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
WMMQ,https://swelbyboy.github.io/prospect-rss-feeds/wmmq.xml,OG,success,2025-11-29 11:52:48,United States,wmmq.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Gazete Gebze,https://swelbyboy.github.io/prospect-rss-feeds/gazete-gebze.xml,OG,success,2025-11-29 15:13:44,Turkey,gazetegebze.com.tr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Timeline.gr,https://swelbyboy.github.io/prospect-rss-feeds/timeline-gr.xml,OG,success,2025-11-29 15:13:48,Greece,timeline.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Patna News,-,N/A,-,,India,patnanewslive.com,No feed generated,FALSE,,,FALSE,
enwsi.gr,-,N/A,-,,Greece,enwsi.gr,No feed generated,FALSE,,,FALSE,
Filmy Focus,https://swelbyboy.github.io/prospect-rss-feeds/filmy-focus.xml,OG,success,2025-12-02 11:52:00,India,filmyfocus.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Ajans News,https://swelbyboy.github.io/prospect-rss-feeds/ajans-news.xml,OG,success,2025-12-02 11:52:08,Turkey,ajansnews.com.tr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Hürfikir Gazetesi,https://swelbyboy.github.io/prospect-rss-feeds/hürfikir-gazetesi.xml,OG,success,2025-11-29 15:14:03,Turkey,hurfikir.com.tr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Zak Insider.com,-,N/A,-,,Greece,zak-insider.com,No feed generated,FALSE,,,FALSE,
Turkey News,https://swelbyboy.github.io/prospect-rss-feeds/turkey-news.xml,OG,success,2025-11-29 15:14:05,Turkey,turk-now.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Dincolo De Sport,https://swelbyboy.github.io/prospect-rss-feeds/dincolo-de-sport.xml,OG,success,2025-11-29 15:14:14,Romania,dincolodesport.eu,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Dzień Dobry Sopot,-,N/A,-,,Poland,esopot.pl,No feed generated,FALSE,,,FALSE,
Akgazete,-,N/A,-,,Turkey,akgazete.com.tr,No feed generated,FALSE,,,FALSE,
Площад Славейков,https://swelbyboy.github.io/prospect-rss-feeds/площад-славейков.xml,OG,success,2025-11-29 15:14:18,Bulgaria,ploshtadslaveikov.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Pervasız,https://swelbyboy.github.io/prospect-rss-feeds/pervasız.xml,OG,success,2025-11-29 15:14:22,Turkey,pervasiz.com.tr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Haber ADS,https://swelbyboy.github.io/prospect-rss-feeds/haber-ads.xml,OG,success,2025-11-29 15:14:27,Turkey,haberads.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Çorum Yayla Haber Gazetesi,-,N/A,-,,Turkey,yaylahaber.com.tr,No feed generated,FALSE,,,FALSE,
Yeni Haber,https://swelbyboy.github.io/prospect-rss-feeds/yeni-haber.xml,OG,success,2025-11-29 15:14:30,Turkey,yenihaberden.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Yozgat Gazetesi,-,N/A,-,,Turkey,yozgatgazetesi.com,No feed generated,FALSE,,,FALSE,
New Herald News,-,N/A,-,,United States,newherald.news,No feed generated,FALSE,,,FALSE,
Karadeniz Gazetesi,-,N/A,-,,Turkey,karadenizgazete.com.tr,No feed generated,FALSE,,,FALSE,
Yeni Marmara Gazetesi,https://swelbyboy.github.io/prospect-rss-feeds/yeni-marmara-gazetesi.xml,OG,success,2025-11-29 15:14:34,Turkey,yenimarmaragazetesi.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Brenham Banner Press,https://swelbyboy.github.io/prospect-rss-feeds/brenham-banner-press.xml,OG,success,2025-11-29 11:52:49,United States,kwhi.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Marksist,https://swelbyboy.github.io/prospect-rss-feeds/marksist.xml,OG,success,2025-11-29 15:14:47,Turkey,marksist.org,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Alexandroupoli Online,https://swelbyboy.github.io/prospect-rss-feeds/alexandroupoli-online.xml,OG,success,2025-11-29 15:14:49,Greece,alexpolisonline.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Karaman Haber,https://swelbyboy.github.io/prospect-rss-feeds/karaman-haber.xml,OG,success,2025-11-29 15:14:52,Turkey,karamanhaber.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Comillar Kagoj,https://swelbyboy.github.io/prospect-rss-feeds/comillar-kagoj.xml,OG,success,2025-11-29 15:14:54,Bangladesh,comillarkagoj.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Maraş Gündem,https://swelbyboy.github.io/prospect-rss-feeds/maraş-gündem.xml,OG,success,2025-11-29 15:14:58,Turkey,marasgundem.com.tr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Yenişehir Yörem Gazetesi,https://swelbyboy.github.io/prospect-rss-feeds/yenişehir-yörem-gazetesi.xml,OG,success,2025-11-29 15:15:02,Turkey,yenisehiryorem.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Meb Personel,https://swelbyboy.github.io/prospect-rss-feeds/meb-personel.xml,OG,success,2025-11-29 15:15:04,Turkey,mebpersonel.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
LarissaPress,https://swelbyboy.github.io/prospect-rss-feeds/larissapress.xml,OG,success,2025-11-29 15:15:09,Greece,larissapress.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Fiction & Entertainment,-,N/A,-,,India,fiction247.com,No feed generated,FALSE,,,FALSE,
En Línea BC,-,N/A,-,,United States,enlineabc.com.mx,No feed generated,FALSE,,,FALSE,
Antyradio,-,N/A,-,,Poland,antyradio.pl,No feed generated,FALSE,,,FALSE,
RESPECT,https://swelbyboy.github.io/prospect-rss-feeds/respect.xml,OG,success,2025-11-29 11:52:50,United States,respect-mag.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
ΦΙΛΟΙ ΕΣΦΙΓΜΕΝΟΥ,-,N/A,-,,Greece,filoi-esfigmenou.com,No feed generated,FALSE,,,FALSE,
Wwsb,-,N/A,-,,United States,mysuncoast.com,No feed generated,FALSE,,,FALSE,
Farmers Guardian,https://swelbyboy.github.io/prospect-rss-feeds/farmers-guardian.xml,OG,success,2025-11-29 11:52:55,United Kingdom,fginsight.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Kjan,-,N/A,-,,United States,kjan.com,No feed generated,FALSE,,,FALSE,
康健雜誌,-,N/A,-,,Taiwan,commonhealth.com.tw,No feed generated,FALSE,,,FALSE,
Изгодни оферти,-,N/A,-,,Bulgaria,izgodni.bg,No feed generated,FALSE,,,FALSE,
MaltaWinds,https://swelbyboy.github.io/prospect-rss-feeds/maltawinds.xml,OG,success,2025-11-29 15:15:12,Malta,maltawinds.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Gamebrott.com Limited,https://swelbyboy.github.io/prospect-rss-feeds/gamebrott-com-limited.xml,OG,success,2025-11-29 15:15:29,Indonesia,gamebrott.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Grand Café Szeged,-,N/A,-,,Hungary,szeged.hu,No feed generated,FALSE,,,FALSE,
Kgns Tv,-,N/A,-,,United States,kgns.tv,No feed generated,FALSE,,,FALSE,
Tv3 Sport,https://swelbyboy.github.io/prospect-rss-feeds/tv3-sport.xml,OG,success,2025-11-29 15:15:37,Denmark,tv3sport.dk,To Do,FALSE,,,FALSE,Newly discovered RSS feed
El Gerió Digital,https://swelbyboy.github.io/prospect-rss-feeds/el-gerió-digital.xml,OG,success,2025-11-29 11:52:58,United States,gerio.cat,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Scandinavia Online AS,-,N/A,-,,Norway,sol.no,No feed generated,FALSE,,,FALSE,
Triple M,-,N/A,-,,Australia,triplem.com.au,No feed generated,FALSE,,,FALSE,
The 97.3FM,https://swelbyboy.github.io/prospect-rss-feeds/the-97-3fm.xml,OG,success,2025-11-29 15:15:43,Australia,973fm.com.au,To Do,FALSE,,,FALSE,Newly discovered RSS feed
JobcenterNigeria,-,N/A,-,,Nigeria,jobcenternigeria.com,No feed generated,FALSE,,,FALSE,
Rogers Radio Group,-,N/A,-,,United States,citynews.ca,No feed generated,FALSE,,,FALSE,
profitipp.hu,-,N/A,-,,Hungary,profitipp.hu,No feed generated,FALSE,,,FALSE,
"Српско-руско пријатељство """"Братство""""",https://swelbyboy.github.io/prospect-rss-feeds/српско-руско-пријатељство---братство.xml,OG,success,2025-11-29 15:15:49,Bosnia and Herzegovina,srpbratstvo.org,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Revista 110,https://swelbyboy.github.io/prospect-rss-feeds/revista-110.xml,OG,success,2025-11-29 11:53:05,United States,revista110.online,To Do,FALSE,,,FALSE,Newly discovered RSS feed
The Veterinary News & Views,https://swelbyboy.github.io/prospect-rss-feeds/the-veterinary-news---views.xml,OG,success,2025-11-29 15:15:53,Pakistan,vetnewsandviews.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Nea Farsala,https://swelbyboy.github.io/prospect-rss-feeds/nea-farsala.xml,OG,success,2025-11-29 15:16:19,Greece,neafarsala.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Abba Thammudu,https://swelbyboy.github.io/prospect-rss-feeds/abba-thammudu.xml,OG,success,2025-11-29 15:16:26,India,oktelugu.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Op1,-,N/A,-,,Netherlands,op1npo.nl,No feed generated,FALSE,,,FALSE,
Polis Magazino,https://swelbyboy.github.io/prospect-rss-feeds/polis-magazino.xml,OG,success,2025-11-29 15:16:44,Greece,polismagazino.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Radio JAT,-,N/A,-,,Serbia,radiojat.rs,No feed generated,FALSE,,,FALSE,
Serayu news,https://swelbyboy.github.io/prospect-rss-feeds/serayu-news.xml,OG,success,2025-11-29 15:16:53,Indonesia,serayunews.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Ktvl Television 10,https://swelbyboy.github.io/prospect-rss-feeds/ktvl-television-10.xml,OG,success,2025-11-29 11:53:05,United States,ktvl.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
NortheEcambia.com,https://swelbyboy.github.io/prospect-rss-feeds/northeecambia-com.xml,"OG (9), RSS (1)",success,2025-11-29 11:53:05,United States,northescambia.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Κατοχικά Νέα,https://swelbyboy.github.io/prospect-rss-feeds/κατοχικά-νέα.xml,OG,success,2025-11-29 15:17:03,Greece,katohika.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
"Evripos 90,0 FM",https://swelbyboy.github.io/prospect-rss-feeds/evripos-90-0-fm.xml,OG,success,2025-11-29 15:17:06,Greece,90fm.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Wnem,-,N/A,-,,United States,wnem.com,No feed generated,FALSE,,,FALSE,
News Live,-,N/A,-,,India,newslivetv.com,No feed generated,FALSE,,,FALSE,
Głos Powiatu Średzkiego,-,N/A,-,,Poland,glospowiatusredzkiego.pl,No feed generated,FALSE,,,FALSE,
Yeniçağ Gazetesi,https://swelbyboy.github.io/prospect-rss-feeds/yeniçağ-gazetesi.xml,OG,success,2025-11-29 15:17:12,Turkey,yenicaggazetesi.com.tr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
αθηνόραμα,-,N/A,-,,Greece,athinorama.gr,No feed generated,FALSE,,,FALSE,
Radio Timisoara,https://swelbyboy.github.io/prospect-rss-feeds/radio-timisoara.xml,OG,success,2025-11-29 15:17:21,Romania,radiotimisoara.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Suryan FM,https://swelbyboy.github.io/prospect-rss-feeds/suryan-fm.xml,OG,success,2025-11-29 15:17:38,India,suryanfm.in,To Do,FALSE,,,FALSE,Newly discovered RSS feed
ТЕМА СПОРТ,https://swelbyboy.github.io/prospect-rss-feeds/тема-спорт.xml,OG,success,2025-11-29 15:17:40,Bulgaria,temasport.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Mongabay-Indonesia,https://swelbyboy.github.io/prospect-rss-feeds/mongabay-indonesia.xml,OG,success,2025-11-29 15:17:42,Indonesia,mongabay.co.id,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Napolovina,-,N/A,-,,Bulgaria,napolovina.com,No feed generated,FALSE,,,FALSE,
INSIDE,https://swelbyboy.github.io/prospect-rss-feeds/inside.xml,OG,success,2025-11-29 15:17:50,Taiwan,inside.com.tw,To Do,FALSE,,,FALSE,Newly discovered RSS feed
DOCTORTV.net,-,N/A,-,,Bangladesh,doctortv.net,No feed generated,FALSE,,,FALSE,
e-Asfalistiki,-,N/A,-,,Greece,e-asfalistiki.gr,No feed generated,FALSE,,,FALSE,
Wessex FM,-,N/A,-,,United Kingdom,wessexfm.com,No feed generated,FALSE,,,FALSE,
Πάμε Μπάλα,-,N/A,-,,Greece,pamebala.gr,No feed generated,FALSE,,,FALSE,
Wfxl,-,N/A,-,,United States,wfxl.com,No feed generated,FALSE,,,FALSE,
Straight.gt,-,N/A,-,,Greece,straight.gr,No feed generated,FALSE,,,FALSE,
Nandighosha TV,https://swelbyboy.github.io/prospect-rss-feeds/nandighosha-tv.xml,OG,success,2025-11-29 15:17:53,India,nandighoshatv.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Thrive Global Greece,https://swelbyboy.github.io/prospect-rss-feeds/thrive-global-greece.xml,OG,success,2025-11-29 15:17:55,Greece,thriveglobal.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
ΡΑΔΙΟ ΒΕΡΑ,https://swelbyboy.github.io/prospect-rss-feeds/ραδιο-βερα.xml,OG,success,2025-11-29 15:17:57,Greece,radiovera.gr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Sparkt,https://swelbyboy.github.io/prospect-rss-feeds/sparkt.xml,OG,success,2025-11-29 11:53:08,United States,sparkt.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Български Новини,https://swelbyboy.github.io/prospect-rss-feeds/български-новини.xml,OG,success,2025-11-29 15:18:05,Bulgaria,newsbg.eu,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Kocaeli Televizyon ve Radyo A.Ş,-,N/A,-,,Turkey,kocaelitv.com.tr,No feed generated,FALSE,,,FALSE,
96fm,https://swelbyboy.github.io/prospect-rss-feeds/96fm.xml,OG,success,2025-11-29 15:18:10,Australia,96fm.com.au,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Kunp,https://swelbyboy.github.io/prospect-rss-feeds/kunp.xml,OG,success,2025-11-29 11:53:08,United States,kunptv.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
The Lantern Media Group,https://swelbyboy.github.io/prospect-rss-feeds/the-lantern-media-group.xml,OG,success,2025-11-29 11:53:11,United States,thelantern.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Times Herald-Record,-,N/A,-,,United States,recordonline.com,No feed generated,FALSE,,,FALSE,
Bartlesville Examiner Enterprise,-,N/A,-,,United States,examiner-enterprise.com,No feed generated,FALSE,,,FALSE,
Sonora Jakarta 92.0 FM,-,N/A,-,,Indonesia,sonora.co.id,No feed generated,FALSE,,,FALSE,
National Daily Newspaper,https://swelbyboy.github.io/prospect-rss-feeds/national-daily-newspaper.xml,OG,success,2025-11-29 15:18:16,Nigeria,nationaldailyng.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Desh Rupantor,-,N/A,-,,Bangladesh,deshrupantor.com,No feed generated,FALSE,,,FALSE,
Ekonomista,-,N/A,-,,Poland,ekonomista.info.pl,No feed generated,FALSE,,,FALSE,
PT Kilat Republik Indonesia,-,N/A,-,,Indonesia,kilat.com,No feed generated,FALSE,,,FALSE,
Pirate FM,-,N/A,-,,United Kingdom,piratefm.co.uk,No feed generated,FALSE,,,FALSE,
Nbc 24,https://swelbyboy.github.io/prospect-rss-feeds/nbc-24.xml,OG,success,2025-11-29 11:53:11,United States,nbc24.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
702,-,N/A,-,,South Africa,702.co.za,No feed generated,FALSE,,,FALSE,
Παρατηρητής,-,N/A,-,,Greece,serresparatiritis.gr,No feed generated,FALSE,,,FALSE,
Divatikon.hu,https://swelbyboy.github.io/prospect-rss-feeds/divatikon-hu.xml,OG,success,2025-11-29 15:18:32,Hungary,divatikon.hu,To Do,FALSE,,,FALSE,Newly discovered RSS feed
A CineMániás - Az online filmmagazin,-,N/A,-,,United States,acinemanias.com,No feed generated,FALSE,,,FALSE,
Pinoy Desserts by PingDesserts.com,https://swelbyboy.github.io/prospect-rss-feeds/pinoy-desserts-by-pingdesserts-com.xml,OG,success,2025-11-29 15:18:36,Philippines,pingdesserts.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
إعلام العرب,https://swelbyboy.github.io/prospect-rss-feeds/إعلام-العرب.xml,OG,success,2025-11-29 15:18:46,United Arab Emirates,i3lam-al3arab.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
ERTV,https://swelbyboy.github.io/prospect-rss-feeds/ertv.xml,OG,success,2025-11-29 15:18:49,Turkey,ertv.com.tr,To Do,FALSE,,,FALSE,Newly discovered RSS feed
EstereoCatolica.com,-,N/A,-,,United States,estereocatolica.com,No feed generated,FALSE,,,FALSE,
DOTTO TV,https://swelbyboy.github.io/prospect-rss-feeds/dotto-tv.xml,OG,success,2025-11-29 15:18:52,Romania,dottotv.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Macedonia News,https://swelbyboy.github.io/prospect-rss-feeds/macedonia-news.xml,RSS,success,2025-11-29 11:53:19,United States,mkdnews.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
The Real Chelsea Fans,-,OG,success,2025-11-29 11:53:23,United Kingdom,therealchelseafans.com,No feed generated,FALSE,,,FALSE,Feed generation failed or no source feed found
Рецепты. Типичный Кулинар,-,N/A,-,,United States,tipichnyjkulinar.com,No feed generated,FALSE,,,FALSE,
Go Jackie Go,-,N/A,-,,United States,gojackiego.com,No feed generated,FALSE,,,FALSE,
سكاي برس - Skypress,-,N/A,-,,United States,skypressiq.net,No feed generated,FALSE,,,FALSE,
The Independent Characters,https://swelbyboy.github.io/prospect-rss-feeds/the-independent-characters.xml,OG,success,2025-11-29 11:53:24,United States,theindependentcharacters.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
News portal SBplus.hr,-,N/A,-,,Croatia,sbplus.hr,No feed generated,FALSE,,,FALSE,
Geyve Haber,-,N/A,-,,United States,geyvehaber.com,No feed generated,FALSE,,,FALSE,
BoalkhaliNews,-,N/A,-,,Bangladesh,boalkhalinews.com,No feed generated,FALSE,,,FALSE,
boishakhinews24.com,https://swelbyboy.github.io/prospect-rss-feeds/boishakhinews24-com.xml,OG,success,2025-11-29 15:18:56,Bangladesh,boishakhinews24.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Delicioase,https://swelbyboy.github.io/prospect-rss-feeds/delicioase.xml,OG,success,2025-11-29 15:19:08,Romania,gustoase.net,To Do,FALSE,,,FALSE,Newly discovered RSS feed
БАгиня,https://swelbyboy.github.io/prospect-rss-feeds/багиня.xml,OG,success,2025-11-29 11:53:26,United States,onpin.xyz,To Do,FALSE,,,FALSE,Newly discovered RSS feed
健身動起來,https://swelbyboy.github.io/prospect-rss-feeds/健身動起來.xml,OG,failed,2025-11-29 11:53:36,United States,jianshenrun.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Travel With Mapsofworld.com,https://swelbyboy.github.io/prospect-rss-feeds/travel-with-mapsofworld-com.xml,OG,success,2025-11-29 11:54:00,United States,mapsofworld.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Sapunko,https://swelbyboy.github.io/prospect-rss-feeds/sapunko.xml,OG,success,2025-11-29 15:19:10,Bosnia and Herzegovina,sapunko.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Social Samvad,https://swelbyboy.github.io/prospect-rss-feeds/social-samvad.xml,OG,success,2025-11-29 15:19:17,India,socialsamvad.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Jornal Primeira Hora,-,N/A,-,,Serbia,primeirahora.rs,No feed generated,FALSE,,,FALSE,
Поезија суштине,-,N/A,-,,Serbia,poezijasustine.rs,No feed generated,FALSE,,,FALSE,
Najjeftinija Putovanja,https://swelbyboy.github.io/prospect-rss-feeds/najjeftinija-putovanja.xml,OG,success,2025-11-29 15:19:40,Croatia,putujmojeftino.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Időinfó-MetKép,https://swelbyboy.github.io/prospect-rss-feeds/időinfó-metkép.xml,OG,success,2025-11-29 15:19:49,Hungary,metkep.hu,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Matrixsynth,https://swelbyboy.github.io/prospect-rss-feeds/matrixsynth.xml,OG,success,2025-11-29 11:54:03,United States,matrixsynth.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Arkeoloji ve Sanat Yayınları,-,N/A,-,,Turkey,arkeolojisanat.com,No feed generated,FALSE,,,FALSE,
NouveautesTele,https://swelbyboy.github.io/prospect-rss-feeds/nouveautestele.xml,OG,success,2025-11-29 11:54:05,United States,nouveautes-tele.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Mundoperfecto.net,https://swelbyboy.github.io/prospect-rss-feeds/mundoperfecto-net.xml,OG,success,2025-11-29 11:54:08,United States,mundoperfecto.net,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Glas Zajeƒçara,-,N/A,-,,United States,glas-zajecara.com,No feed generated,FALSE,,,FALSE,
Restaurante de lux,https://swelbyboy.github.io/prospect-rss-feeds/restaurante-de-lux.xml,OG,success,2025-11-29 15:19:54,Romania,restaurantedelux.ro,To Do,FALSE,,,FALSE,Newly discovered RSS feed
paokwall.gr,-,N/A,-,,Greece,paokwall.gr,No feed generated,FALSE,,,FALSE,
HYPE Singapore,https://swelbyboy.github.io/prospect-rss-feeds/hype-singapore.xml,OG,success,2025-11-29 11:54:46,United States,hypesingapore.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
ІнфоПростір,https://swelbyboy.github.io/prospect-rss-feeds/інфопростір.xml,OG,success,2025-11-29 11:54:59,United States,agrimpasa.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
La Jugada Financiera,https://swelbyboy.github.io/prospect-rss-feeds/la-jugada-financiera.xml,RSS,success,2025-11-29 11:55:04,United States,lajugadafinanciera.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
CreateDebate,-,N/A,-,,United States,createdebate.com,No feed generated,FALSE,,,FALSE,
Blog do Paulo Nunes,https://swelbyboy.github.io/prospect-rss-feeds/blog-do-paulo-nunes.xml,OG,success,2025-11-29 11:55:12,United States,blogdopaulonunes.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
চট্টগ্রাম নিউজ,https://swelbyboy.github.io/prospect-rss-feeds/চট-টগ-র-ম-ন-উজ.xml,OG,success,2025-11-29 15:21:12,Bangladesh,chattogramnews.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
ROTKA,https://swelbyboy.github.io/prospect-rss-feeds/rotka.xml,OG,success,2025-11-29 11:55:17,United States,rotka.org,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Gazeta do Norte,https://swelbyboy.github.io/prospect-rss-feeds/gazeta-do-norte.xml,OG,success,2025-11-29 11:55:19,United States,gazetadonorte.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
–ì—Ä–æ–¥–Ω–æ 24,https://swelbyboy.github.io/prospect-rss-feeds/ì-ä-æ---ω-æ-24.xml,OG,success,2025-11-29 11:55:33,United States,grodno24.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Manithan,https://swelbyboy.github.io/prospect-rss-feeds/manithan.xml,OG,success,2025-11-29 15:21:21,India,manithan.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Best Folk Medicine,https://swelbyboy.github.io/prospect-rss-feeds/best-folk-medicine.xml,OG,success,2025-11-29 15:21:30,Norway,bestfolkmedicine.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Desmoheart - Motorcycles Parts & Accessories Shop,-,N/A,-,,United States,desmoheart.com,No feed generated,FALSE,,,FALSE,
InbiciMagazine,https://swelbyboy.github.io/prospect-rss-feeds/inbicimagazine.xml,OG,success,2025-11-29 11:55:39,United States,inbici.net,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Teach Montessori,-,N/A,-,,United States,teach-montessori.org,No feed generated,FALSE,,,FALSE,
รวมสูตรขนมต่างๆ,-,N/A,-,,United States,romsood.com,No feed generated,FALSE,,,FALSE,
ロンドン掲示板,https://swelbyboy.github.io/prospect-rss-feeds/ロンドン掲示板.xml,OG,success,2025-11-29 11:55:44,United States,kaigai-bbs.com,To Do,FALSE,,,FALSE,Newly discovered RSS feed
Robin's Marketplace: Early Bird Specials Discounts,-,N/A,-,,United States,robinspost.com,No feed generated,FALSE,,,FALSE,
GroupBuya 優惠＋著數,-,N/A,-,,Hong Kong,groupbuya.com,No feed generated,FALSE,,,FALSE,
Horóscopo Tauro,-,N/A,-,,United States,horoscoposdeldia.net,No feed generated,FALSE,,,FALSE,
