Record ID,Company name,Company owner,Country,Website URL,Company Domain Name,LinkedIn Company Page
2969786096,Thisday Nigeria,Damian Domanski,Nigeria,http://www.thisdaylive.com,thisdaylive.com,https://www.linkedin.com/company/thisday
2969989619,Group Medya,Wei Chen,Turkey,http://www.groupmedya.com,groupmedya.com,
2970025727,NotJustOk,Sander Lammers,Nigeria,http://www.notjustok.com,notjustok.com,https://www.linkedin.com/company/notjustok-llc
2969782271,Londra Gazete,Rory Hunter,United Kingdom,http://www.londragazete.com,londragazete.com,https://www.linkedin.com/company/londra-gazete
3005703461,UdaipurTimes,Rory Hunter,India,http://www.udaipurtimes.com,udaipurtimes.com,https://www.linkedin.com/company/udaipurtimes.com
2970038787,Confidentials.com,Sander Lammers,United Kingdom,http://www.confidentials.com,confidentials.com,
3005703469,Pakistan Tribe English,Rory Hunter,Pakistan,http://www.pakistantribe.com,pakistantribe.com,https://www.linkedin.com/company/pakistan-tribe
3005703466,Bangla Tribune,Rory Hunter,Bangladesh,http://www.banglatribune.com,banglatribune.com,https://www.linkedin.com/company/bangla-tribune-online
3051919077,RTV Noord,Damian Domanski,Netherlands,http://www.rtvnoord.nl,rtvnoord.nl,https://www.linkedin.com/company/308239
3066964419,ipetgroup,Sander Lammers,Taiwan,http://www.ipetgroup.com,ipetgroup.com,
2970038805,Mozzart Sport,Sander Lammers,Serbia,http://www.mozzartsport.com,mozzartsport.com,
3052516067,GeenStijl,Rory Hunter,Netherlands,http://www.geenstijl.nl,geenstijl.nl,https://www.linkedin.com/company/1348216
3071941133,TRHaberler,Rory Hunter,Turkey,http://www.trhaberler.com,trhaberler.com,
3052544488,Radio Wrocław,Rory Hunter,Poland,http://www.radiowroclaw.pl,radiowroclaw.pl,https://www.linkedin.com/company/radio-wroc%C5%82aw
3051919049,INN,Rory Hunter,Poland,http://www.innpoland.pl,innpoland.pl,https://www.linkedin.com/company/innpoland
3006432534,SUCH TV,Damian Domanski,Pakistan,http://www.suchtv.pk,suchtv.pk,https://www.linkedin.com/company/such-tv
2970038829,Gadgets Pilipinas,Rory Hunter,Philippines,http://www.gadgetpilipinas.net,gadgetpilipinas.net,
2970030124,رأي اليوم,Hanson Ojo,United Kingdom,http://www.raialyoum.com,raialyoum.com,
3053099990,The Poke,Rory Hunter,United Kingdom,http://www.thepoke.co.uk,thepoke.co.uk,
3051919045,polsatnews.pl,Wei Chen,Poland,http://www.polsatnews.pl,polsatnews.pl,https://www.linkedin.com/company/netshare-sp-z-o-o-
3074609010,The Outbound Collective,Wei Chen,United States,http://www.theoutbound.com,theoutbound.com,https://www.linkedin.com/company/the-outbound-collective
3073860100,Mommyish,Wei Chen,United States,http://www.mommyish.com,mommyish.com,
3052530884,WRC News,Wei Chen,Poland,http://www.wrc.net.pl,wrc.net.pl,
3053101763,natemat,Rory Hunter,Poland,http://www.natemat.pl,natemat.pl,https://www.linkedin.com/company/natemat
3053101760,Omroep Venlo,Rory Hunter,Netherlands,http://www.omroepvenlo.nl,omroepvenlo.nl,https://www.linkedin.com/company/omroep-venlo
3053099969,Coast Live,Rory Hunter,Australia,http://www.coastlive.com.au,coastlive.com.au,
3053099974,Unbox,Rory Hunter,Philippines,http://www.unbox.ph,unbox.ph,
3005703450,OZON magazine,Rory Hunter,Greece,http://www.ozonweb.com,ozonweb.com,https://www.linkedin.com/company/ozon-magazine-yorgos-kelefis-contempo-publications
3006460274,Napi,Rory Hunter,Hungary,http://www.napi.hu,napi.hu,https://www.linkedin.com/company/napi-gazdas-g
3053108155,Punablog,Rory Hunter,Netherlands,http://www.puna.nl,puna.nl,https://www.linkedin.com/company/puna.nl-hiphop-vandaag
3006455664,ScoopWhoop,Damian Domanski,India,http://www.scoopwhoop.com,scoopwhoop.com,https://www.linkedin.com/company/scoopwhoop-media-pvt-ltd-
3006455665,Move It Magazine,Rory Hunter,Greece,http://www.moveitmag.gr,moveitmag.gr,https://www.linkedin.com/company/move-it-mag
